TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,PER_CAPITA_INCOME
0,29,59,0,S,1,15,H,F,7,1,B,4,,2292,534,52,0,33,30,54,0,0,N,1,0.125,15,0.333,15,1,1,5,13,15,1,15,0,15,15,15,3,8,22,22,57579
1,29,29,0,S,2,17,H,F,5,0,P,0,,850,270,21,0,26,11,56,0,0,A,1,0.118,15,0.286,15,2,2,10,25,30,2,15,0,15,15,15,4,10,23,33,14275
0,77,58,0,S,1,15,U,F,7,1,M,3,9,2292,534,52,0,33,30,54,0,0,A,1,0.095,14.5,0.1,10,2,1,17,43,64,4,16,15,25,10,19,5,11,26,68,57579
0,113,76,0,U,2,07,H,M,3,1,B,0,3,688,275,54,0,36,46,20,1,5,A,1,0.105,16,0.111,15,2,1,27,70,180,17,10.59,13,17,4,17,5,11,26,111,16642
0,113,,0,S,1,15,U,U,,0,N,0,8,876,361,53,0,36,16,35,0,0,A,1,0.095,18,0,0,2,0,28,68,112,9,12.44,15,20,5,20,6,13,18,113,21829
0,137,74,0,S,2,20,U,U,,1,N,0,6,778,416,81,0,35,36,48,1,1,S,4,0.632,6.42,0.636,6.14,12,7,33,85,284,46,6.17,7,10,3,7,5,12,17,130,13784
1,137,67,0,U,3,08,H,F,4,1,B,8,5,593,230,68,0,27,32,57,0,0,A,1,0.083,20,0,0,1,0,24,54,102,8,12.75,15,20,5,20,4,8,18,125,11405
1,113,71,0,S,1,11,U,F,,0,N,0,8,1099,351,53,0,34,17,53,0,0,A,3,0.188,10.67,0.333,11,3,2,24,56,75,8,9.38,7,12,5,12,6,13,17,108,22396
0,137,83,0,S,1,13,H,M,7,0,P,0,9,2025,779,97,0,50,19,39,1,0,A,1,0.059,16,0.125,16,1,1,31,77,171,19,9,11,16,5,16,6,12,21,129,38334
0,29,53,0,U,1,02,H,M,5,0,P,0,,842,448,93,0,34,33,32,0,0,N,2,0.286,12.5,0.667,12.5,2,2,7,16,25,2,12.5,5,15,10,15,5,11,15,22,14801
0,29,,0,U,1,02,U,U,,0,N,0,,842,448,93,0,34,33,32,0,0,A,1,0.154,13,0.333,13,2,2,9,22,26,2,13,6,16,10,16,4,10,23,28,14801
0,65,41,0,U,2,06,H,F,5,0,P,0,5,596,308,75,0,38,39,30,1,4,A,1,0.095,16.5,0.091,15,2,1,21,47,92,8,11.5,13,18,5,18,5,11,26,57,11474
0,101,,0,U,1,02,U,F,,0,N,0,8,842,448,93,0,34,33,32,0,0,A,1,0.048,24,0,0,1,0,26,59,116,7,16.57,20,25,5,24,6,11,24,92,14801
1,113,80,0,U,2,06,U,M,,0,N,0,5,596,308,75,0,38,39,30,0,0,A,1,0.091,20,0,0,2,0,28,65,130,11,11.82,17,20,3,20,5,11,26,113,11474
0,29,,0,S,3,21,U,M,1,0,P,0,,602,227,19,0,30,28,45,0,0,A,3,0.308,8.5,0.333,9.5,4,2,10,25,34,4,8.5,5,10,5,10,6,12,21,32,9693
1,29,,0,S,2,20,U,F,,0,N,0,,815,264,45,0,9,0,50,0,0,A,3,0.235,10,0.125,8,4,1,12,27,40,4,10,5,13,8,13,6,12,17,33,18423
0,77,67,0,S,1,13,H,M,7,0,B,10,9,2270,798,95,0,46,51,29,1,1,S,3,0.235,11.25,0.571,11.25,4,4,18,53,66,8,8.25,10,13,3,13,6,14,16,69,42478
1,41,43,0,U,1,02,U,F,6,1,B,2,,1172,415,82,0,34,4,57,0,0,A,1,0.067,20,0.167,20,1,1,10,26,40,2,20,0,20,20,20,4,10,23,41,20962
0,17,33,0,U,1,02,H,F,5,1,B,22,,1425,536,97,0,49,30,47,0,0,F,1,0.2,15,0.5,15,1,1,5,13,15,1,15,0,15,15,15,4,10,17,17,24492
1,29,82,0,C,2,29,U,F,2,1,B,2,,967,254,7,0,29,0,52,0,0,A,4,0.417,6.6,0.4,7.5,5,2,9,26,38,6,6.33,5,10,5,8,5,12,15,32,19177
0,53,76,0,U,1,02,H,F,5,1,B,8,8,865,398,81,0,36,19,63,1,1,S,3,0.368,7.86,0.4,6.75,7,4,17,40,86,12,7.17,5,10,5,9,5,11,19,52,18953
0,53,,0,U,3,09,U,M,,0,N,0,1,1030,337,58,0,25,22,38,1,0,A,4,0.318,10.86,0.364,11,7,4,19,46,112,12,9.33,14,16,2,9,6,13,19,53,22975
0,65,,0,C,1,22,U,F,,0,N,0,3,1125,246,1,2,15,36,7,1,0,A,2,0.25,14.2,0.273,14.67,5,3,20,45,93,9,10.33,15,18,3,15,6,14,19,57,18473
0,101,26,0,U,1,02,H,M,7,1,B,4,2,2127,780,97,0,36,25,29,1,0,A,1,0.071,25,0.167,25,1,1,21,51,84,7,12,20,25,5,25,6,14,18,90,33871
0,29,59,0,S,1,14,H,F,4,0,P,0,,1445,626,92,0,38,31,46,0,0,A,1,0.133,12.5,0.167,10,2,1,9,24,25,2,12.5,5,15,10,15,4,10,19,33,24713
1,89,,0,C,2,28,U,F,,0,N,0,2,700,205,88,0,67,6,67,1,1,S,2,0.118,12.5,0,0,2,0,18,38,90,7,12.86,15,25,10,15,6,13,18,79,12713
0,41,46,0,U,4,10,H,F,7,0,B,1,,1430,646,93,0,0,0,0,0,0,A,3,0.2,10.67,0,0,3,0,11,32,37,4,9.25,7,12,5,12,5,13,15,45,24370
0,53,28,0,S,2,16,H,F,2,0,P,0,7,696,342,65,0,38,22,59,0,0,A,1,0.059,20,0,0,1,0,15,35,50,4,12.5,10,20,10,20,6,12,18,51,12273
0,89,27,0,S,3,21,H,M,4,1,B,1,5,1030,337,58,0,36,33,8,0,0,A,1,0.045,60,0,0,1,0,24,60,225,7,32.14,40,60,20,25,6,13,18,78,22975
0,89,74,0,S,1,14,H,M,4,1,B,13,9,1193,545,93,0,26,45,11,1,1,S,4,0.45,9.89,0.545,9.83,9,6,26,65,235,25,9.4,6,11,5,9,6,12,19,88,17797
0,17,49,0,U,1,02,U,F,2,1,B,7,,876,473,90,2,43,37,20,0,0,F,1,0.143,25,0.333,25,1,1,7,16,25,1,25,0,25,25,25,5,11,20,20,16469
0,29,,0,U,1,01,U,F,2,1,M,0,,659,326,79,0,21,18,18,1,0,N,4,0.364,8.25,0.4,7.5,4,2,9,26,33,4,8.25,6,11,5,10,6,17,16,23,12013
0,29,31,0,S,1,12,H,F,6,0,P,0,,702,314,74,4,44,39,16,0,0,A,1,0.167,12,0.25,13,3,2,11,27,36,3,12,6,16,10,16,4,10,21,33,16429
1,101,56,0,S,2,18,H,M,5,1,B,1,7,742,395,77,0,38,52,9,0,0,A,1,0.063,25,0,0,1,0,21,53,55,5,11,22,25,3,25,6,12,24,91,13179
0,29,47,0,S,2,18,H,M,6,0,P,0,,728,370,89,3,17,53,28,0,0,N,2,0.2,15,0.4,15,2,2,9,20,30,2,15,0,15,15,15,6,12,17,24,13199
1,113,63,0,S,1,12,H,F,3,1,P,0,8,1165,489,94,0,36,31,27,1,8,A,1,0.1,17,0.111,14,2,1,26,57,85,7,12.14,17,20,3,20,6,11,24,105,19234
0,29,,0,R,3,53,U,F,,0,N,0,,1063,142,94,0,30,44,8,1,0,N,3,0.273,10.67,0.6,10.67,3,3,9,24,32,3,10.67,15,20,5,20,6,15,16,24,26124
0,41,53,0,S,2,18,H,F,4,1,B,1,,567,136,12,0,25,51,11,1,3,A,1,0.158,14.33,0.111,11,3,1,14,30,48,4,12,13,18,5,18,6,12,19,37,7025
0,65,76,0,S,2,18,U,M,3,1,M,0,6,881,305,34,0,32,40,21,0,0,A,1,0.05,20,0,0,1,0,17,43,75,4,18.75,15,25,10,25,6,14,18,54,15128
1,77,49,0,S,2,18,H,M,3,1,B,2,6,687,369,81,0,22,56,4,1,0,A,3,0.263,9.4,0.333,9,5,3,21,51,79,11,7.18,7,10,3,10,6,12,15,75,9781
1,113,,0,T,1,35,U,M,4,1,B,0,6,1074,469,96,0,32,51,24,1,6,A,1,0.167,10,0.111,10,3,1,23,55,150,17,8.82,14,15,1,10,5,12,19,105,18042
0,41,49,0,S,1,12,U,U,,0,N,0,9,1027,519,91,0,37,16,38,0,0,A,1,0.118,15,0.286,15,2,2,13,33,38,4,9.5,17,20,3,20,6,12,19,44,17604
0,113,63,0,S,1,12,H,M,4,1,B,6,9,939,463,91,0,26,35,13,1,1,S,3,0.19,15.5,0.3,15.67,4,3,30,81,239,28,8.54,15,17,2,17,6,15,16,113,16859
1,125,74,0,S,1,12,H,M,4,1,B,15,8,974,395,93,0,33,19,43,1,1,S,4,0.35,5.43,0.455,5.4,7,5,29,60,65.25,15,4.35,6,7,1,7,6,12,21,125,16289
0,41,25,0,U,1,02,H,M,1,1,P,0,,964,320,79,3,44,37,26,0,0,A,1,0.133,13,0.286,13,2,2,9,24,26,2,13,6,16,10,16,3,9,24,35,17530
0,77,72,0,U,3,08,H,M,4,0,P,0,5,602,310,89,0,35,7,55,0,0,A,1,0.105,12.5,0.222,12.5,2,2,17,43,65,6,10.83,10,15,5,15,4,6,19,67,11460
1,77,50,0,U,1,02,U,F,,0,N,0,5,1060,519,96,0,49,41,18,1,1,S,4,0.263,6.8,0.333,6.67,5,3,21,59,89,14,6.36,7,10,3,8,6,14,18,75,18341
0,89,58,0,U,3,08,H,F,5,1,B,3,2,483,250,79,2,26,36,0,0,0,A,1,0.143,13,0.167,16,2,1,18,48,67,7,9.57,11,16,5,16,6,13,20,81,11222
0,17,,0,S,2,18,U,M,,1,N,0,,875,196,1,0,39,51,13,0,0,N,3,0.25,7,0.5,7,2,2,8,19,24,3,8,5,10,5,9,6,13,17,21,20655
0,41,,0,C,3,31,U,F,2,1,M,0,,821,270,45,0,27,9,0,0,0,A,1,0.056,20,0.125,20,1,1,13,33,35,3,11.67,15,20,5,20,6,13,17,40,17626
0,65,,0,S,2,17,U,F,,0,N,0,5,1165,489,94,0,34,34,33,1,1,S,4,0.318,10.86,0.273,7.33,7,3,22,54,150,23,6.52,25,28,3,11,6,15,19,57,19234
0,65,47,0,S,1,12,H,F,7,0,P,0,8,682,330,85,0,31,22,23,1,1,S,3,0.263,11.8,0.4,11.5,5,4,17,39,88,9,9.78,8,13,5,13,6,12,18,55,15576
0,101,86,0,S,1,12,U,F,5,0,P,0,8,1195,502,73,0,28,38,44,1,0,A,1,0.053,45,0.1,45,1,1,26,66,234,11,21.27,40,45,5,25,6,14,18,93,19846
0,113,83,0,S,2,18,H,F,1,1,B,23,8,743,432,82,0,41,36,33,1,0,A,2,0.143,15,0.1,15,3,1,28,74,231,13,17.77,10,25,15,15,6,13,17,103,16054
0,125,80,0,S,2,18,H,U,3,0,P,0,6,669,324,63,0,22,59,8,1,6,A,1,0.105,13.5,0.1,15,2,1,31,75,252,22,11.45,12,17,5,12,5,12,18,124,12318
0,137,84,0,S,1,14,H,F,7,1,B,3,7,1392,586,94,1,26,52,21,0,0,A,3,0.19,10,0.1,10,4,1,30,65,83,11,7.55,7,10,3,10,6,13,18,110,19974
0,29,,0,S,2,16,U,M,1,0,P,0,,571,268,77,9,28,22,14,1,0,A,2,0.231,16.67,0.5,16.67,3,3,10,24,50,3,16.67,10,20,10,20,5,12,16,28,10655
0,29,53,0,S,3,21,U,F,1,1,B,4,,538,272,59,0,17,23,28,0,0,A,3,0.267,13.25,0.286,10,4,2,11,26,59,5,11.8,17,23,6,10,6,12,24,31,10624
0,41,39,0,S,3,21,U,F,1,1,B,0,,647,317,51,5,46,35,7,0,0,A,2,0.111,13.5,0,0,2,0,13,32,32,3,10.67,15,20,5,20,6,12,17,44,10732
0,77,54,0,S,2,18,H,F,7,1,B,4,7,638,359,81,3,43,55,7,1,1,S,3,0.3,13.67,0.273,13.33,6,3,24,61,233,20,11.65,10,15,5,15,6,13,18,75,12937
0,89,45,0,U,2,05,H,F,3,0,P,0,7,788,394,93,1,46,30,38,1,0,A,1,0.048,25,0,0,1,0,23,64,203,14,14.5,20,25,5,25,5,12,26,81,15831
0,125,,0,S,2,18,H,F,4,0,P,0,5,521,318,89,0,23,51,15,1,0,A,3,0.238,20,0.273,18.67,5,3,29,69,152,14,10.86,20,24,4,24,6,14,17,124,11762
0,17,,0,U,4,10,U,F,3,1,M,6,,541,292,79,3,32,19,17,0,0,F,1,0.2,25,0.5,25,1,1,6,14,25,1,25,0,25,25,25,5,12,17,17,8780
0,137,45,0,U,4,10,H,F,4,1,B,1,3,535,271,75,0,31,56,19,1,1,S,4,0.444,5,0.556,5,8,5,31,81,222,45,4.93,4,7,3,5,4,9,19,128,8604
0,77,53,0,S,3,21,U,F,1,0,P,0,3,508,238,42,2,26,24,24,1,1,S,3,0.211,17.25,0.444,17.25,4,4,22,59,150,13,11.54,15,20,5,20,6,13,17,73,10137
0,41,65,0,S,1,12,H,F,4,1,B,14,9,655,275,91,0,37,30,26,1,0,A,3,0.238,13,0.2,15,5,2,16,39,80,7,11.43,15,20,5,20,6,14,16,45,11733
0,65,,0,S,1,14,U,M,,0,N,0,9,2874,993,98,1,34,45,20,0,0,A,1,0.059,25,0,0,1,0,16,44,70,3,23.33,5,25,20,25,6,13,17,64,38364
0,113,,0,S,1,14,U,U,,0,N,0,9,1238,610,91,0,24,46,29,1,0,A,2,0.211,16,0.364,16,4,4,30,68,136,12,11.33,12,17,5,17,6,14,16,105,31872
0,41,51,0,U,3,08,H,M,4,0,P,0,,1250,218,64,1,38,26,19,0,0,A,3,0.15,9,0.111,10,3,1,13,32,32,4,8,5,10,5,10,5,11,23,41,13293
0,53,58,0,U,2,05,H,F,5,1,P,0,8,806,438,92,0,36,29,32,0,0,A,1,0.045,25,0,0,1,0,17,39,90,4,22.5,10,25,15,25,5,12,17,46,16599
0,125,76,0,U,2,06,H,M,4,1,B,21,8,876,418,88,0,45,35,16,1,11,A,1,0.053,10,0,0,1,0,24,59,98.5,15,6.57,9,11,2,10,4,9,26,119,14931
0,113,57,0,U,3,08,H,F,7,1,B,1,5,562,306,82,0,26,0,43,0,0,A,1,0.105,12.5,0.111,15,2,1,24,57,75,9,8.33,13,15,2,15,5,12,21,113,13532
0,137,72,0,U,4,10,H,M,5,0,P,0,3,852,252,84,0,0,0,0,1,1,S,2,0.053,10,0,0,1,0,28,69,94,17,5.53,9,12,3,10,5,12,18,130,15583
0,17,,0,U,3,08,U,M,4,1,B,0,,648,270,57,0,29,39,26,0,0,F,1,0.143,28,0.333,28,1,1,7,17,28,1,28,0,28,28,28,5,11,20,20,11040
0,29,57,0,U,2,04,H,M,5,0,P,0,,662,282,30,0,21,42,8,1,0,A,2,0.231,13.33,0.333,17.5,3,2,10,26,40,3,13.33,15,20,5,20,6,12,21,32,21695
0,137,54,0,U,1,03,H,M,4,0,P,0,7,1011,387,39,0,21,43,7,0,0,A,1,0.053,25,0,0,1,0,29,67,108,8,13.5,22,25,3,25,6,12,23,121,16382
1,29,,0,S,1,12,U,M,1,1,M,0,,1147,431,74,0,35,40,20,0,0,N,2,0.167,25,0,0,1,0,7,16,30,2,15,20,25,5,25,5,12,15,21,14283
0,137,67,0,S,1,12,H,F,5,0,P,0,8,951,468,77,1,24,64,7,1,1,S,4,0.2,18.25,0.222,16,4,2,29,79,206,23,8.96,18,21,3,17,6,15,16,119,14865
0,41,47,0,S,2,18,U,M,,0,N,0,,837,372,85,3,30,54,27,0,0,A,1,0.095,17.5,0.1,20,2,1,15,35,60,4,15,10,20,10,20,6,12,20,41,10564
1,41,,0,C,3,33,U,M,,0,N,0,,842,247,79,0,59,9,84,0,0,A,2,0.158,15.67,0,0,3,0,14,32,50,4,12.5,14,17,3,17,6,12,20,40,16269
1,89,72,0,C,3,33,H,M,2,1,B,18,,675,186,94,0,51,21,57,0,0,A,3,0.235,5.75,0.375,4.33,4,3,21,50,55,9,6.11,13,15,2,15,6,15,18,88,11355
0,101,,0,S,2,18,U,U,,0,N,0,5,759,302,61,1,29,36,28,1,0,A,1,0.136,16.67,0.182,16.5,3,2,28,66,120,10,12,13,18,5,18,6,13,18,93,10903
0,53,,0,S,1,12,U,M,5,0,P,0,,626,240,58,0,26,50,17,0,0,A,1,0.1,30,0,0,1,0,12,24,50,2,25,10,30,20,30,5,10,25,53,12475
0,17,39,0,S,2,18,H,M,7,0,P,0,,790,248,80,1,40,35,31,0,0,F,1,0.143,25,0.333,25,1,1,7,16,25,1,25,0,25,25,25,5,11,20,20,18953
0,53,79,0,C,2,29,U,M,,0,N,0,3,616,172,89,0,53,8,77,0,0,A,1,0.105,15,0,0,2,0,16,38,46,4,11.5,10,15,5,15,6,12,18,53,14468
0,65,83,0,C,2,29,U,M,,0,N,0,2,1321,472,89,0,67,0,95,0,0,A,1,0.05,22,0,0,1,0,17,43,62,4,15.5,12,22,10,22,5,10,26,57,14859
0,29,,0,C,1,23,U,F,,0,N,0,,971,352,97,0,65,9,91,0,0,A,1,0.133,12.5,0.167,10,2,1,9,23,25,2,12.5,5,15,10,15,4,10,18,33,22504
0,113,61,0,S,2,18,U,M,,0,N,0,7,913,406,78,1,27,45,13,1,13,A,1,0.095,15,0,0,2,0,28,67,117,11,10.64,12,15,3,15,6,13,19,112,13540
1,137,65,0,C,3,31,U,U,,0,N,0,,638,213,34,6,21,23,39,1,1,S,3,0.118,4,0.143,5,2,1,26,66,107,23,4.65,8,10,2,3,4,10,19,128,9836
0,29,,0,C,3,33,U,F,,1,N,0,,556,194,91,1,52,16,57,0,0,N,1,0.1,20,0.25,20,1,1,6,15,20,1,20,0,20,20,20,3,7,24,24,9487
0,41,,0,S,3,21,U,M,,0,N,0,,581,266,86,0,35,26,51,0,0,A,1,0.071,20,0,0,1,0,9,24,30,2,15,10,20,10,20,3,9,18,42,10903
0,65,73,0,S,3,21,U,M,,0,N,0,3,558,241,90,0,53,19,58,1,1,S,4,0.25,15,0.364,13.75,5,4,22,52,249,20,12.45,19,25,6,15,6,15,16,56,12365
0,77,75,0,S,2,16,H,F,5,1,B,8,6,849,377,91,0,37,31,31,1,4,A,1,0.091,23.5,0.091,25,2,1,24,58,168,9,18.67,20,25,5,15,6,13,18,75,11792
1,137,78,0,C,1,23,U,F,,0,N,0,6,913,335,85,1,60,17,77,1,1,S,3,0.182,26.5,0.091,26,4,1,34,78,314,16,19.63,25,30,5,30,6,14,19,127,19239
0,137,80,0,U,2,04,U,F,,0,N,0,4,640,236,20,0,16,42,23,1,1,S,3,0.19,13.5,0.2,12.5,4,2,33,81,220,24,9.17,12,15,3,5,6,14,18,130,12154
0,113,78,0,C,3,33,U,F,2,1,M,0,3,855,431,80,0,37,0,68,1,1,S,2,0.15,8.33,0,0,3,0,27,67,78,13,6,7,10,3,10,6,13,18,112,13340
1,41,73,0,?,?,.,H,M,5,1,B,6,,991,410,80,0,0,0,0,1,0,A,4,0.3,4.17,0.444,3.75,6,4,15,37,31,8,3.88,3,5,2,5,6,14,16,44,16017
0,89,55,0,?,?,.,H,M,6,1,B,16,9,951,415,86,0,0,0,0,1,1,S,3,0.158,10,0.222,10,3,2,23,61,113,12,9.42,12,15,3,10,6,13,17,80,16023
1,137,,0,R,2,46,U,F,2,0,P,0,,613,183,79,0,45,26,52,1,16,A,1,0.048,15,0,0,1,0,31,77,143,20,7.15,12,15,3,15,5,10,26,127,9700
0,17,83,0,R,2,46,H,M,3,1,B,8,,735,335,63,0,45,27,50,0,0,F,2,0.2,23,0.5,23,1,1,6,15,29,2,14.5,17,23,6,6,5,13,15,16,14615
0,77,73,0,T,3,41,H,M,4,0,P,0,3,817,218,82,0,45,29,30,0,0,A,1,0.111,25,0,0,1,0,8,18,53,5,10.6,22,25,3,25,4,6,25,74,10113
0,137,72,0,T,3,41,H,F,3,1,B,16,1,566,186,82,1,51,6,79,1,0,A,1,0.1,15,0.111,20,2,1,32,72,128,13,9.85,27,30,3,10,5,12,17,121,10646
1,137,82,0,R,2,46,H,F,4,0,P,0,6,988,310,91,0,45,27,50,1,11,A,1,0.111,22.5,0.222,22.5,2,2,31,76,421,18,23.39,48,50,2,25,6,16,16,126,14315
0,137,73,0,T,3,41,H,F,2,1,B,9,1,612,286,53,0,48,27,51,1,1,S,3,0.143,16.67,0.2,15,3,2,32,76,320,21,15.24,35,40,5,10,6,14,18,120,17310
0,17,84,0,T,3,41,H,M,2,1,B,0,,558,210,94,0,47,10,84,0,0,F,1,0.2,20,0.5,20,1,1,6,13,20,1,20,0,20,20,20,5,11,16,16,11528
0,29,,0,T,3,41,U,M,1,0,M,5,,529,200,78,0,43,45,42,0,0,A,3,0.286,7.75,0.167,7,4,1,10,26,31,4,7.75,5,10,5,9,6,12,19,32,9031
0,101,48,0,T,3,41,U,M,,0,N,0,2,583,147,71,0,43,39,27,1,8,A,1,0.182,28.75,0.182,22.5,4,2,27,69,278,18,15.44,47,50,3,50,6,13,19,92,8530
0,137,78,0,T,3,41,H,F,2,0,B,3,1,558,210,94,0,47,10,84,0,0,A,1,0.091,37.5,0.182,37.5,2,2,32,73,244,12,20.33,45,50,5,50,5,11,27,103,11528
0,29,,0,T,2,36,U,F,,0,N,0,,446,180,57,0,27,38,35,1,0,A,4,0.4,10.33,0.714,10.2,6,5,11,28,62,6,10.33,9,14,5,13,6,14,15,31,7812
0,29,,0,T,2,39,H,M,4,0,P,0,,666,283,63,0,24,28,32,0,0,F,1,0.25,25,0.5,25,1,1,5,12,25,1,25,0,25,25,25,4,10,19,19,11291
0,53,76,0,S,2,17,U,F,,0,N,0,3,1063,256,1,4,23,30,13,0,0,A,1,0.063,15,0.167,15,1,1,14,38,45,4,11.25,10,15,5,15,5,13,5,52,13312
0,77,47,0,S,1,12,H,F,4,0,P,0,8,1013,458,78,2,24,47,28,0,0,A,1,0.15,13.33,0.111,10,3,1,21,57,131.87,10,13.19,10,20,10,15,5,12,15,73,18356
0,137,81,0,S,1,15,H,M,5,0,P,0,,1294,393,18,0,22,28,14,1,0,A,3,0.188,6.67,0.25,6,3,2,23,51,103,15,6.87,5,9,4,7,5,11,16,107,24189
0,29,61,0,S,2,18,H,F,4,0,P,0,,721,362,78,0,27,30,21,0,0,A,1,0.188,26.67,0.125,25,3,1,11,26,80,3,26.67,5,30,25,30,5,11,26,32,16773
0,101,49,0,S,1,12,H,F,5,0,P,0,6,832,350,81,3,26,41,10,1,1,S,2,0.19,14.75,0,0,4,0,25,59,107,11,9.73,22,25,3,25,6,13,18,91,16451
1,101,63,0,S,1,12,H,F,4,0,P,0,,1149,563,94,1,33,53,8,0,0,A,2,0.143,11.67,0.2,12,3,2,23,57,77,9,8.56,12,15,3,15,6,11,24,105,18764
0,137,67,0,S,1,12,U,F,3,1,M,1,2,504,191,76,3,26,41,10,0,0,A,2,0.143,14,0.167,14,2,1,13,43,103,12,8.58,9,14,5,14,3,6,24,130,9564
0,41,47,0,S,1,11,H,M,6,1,B,2,,1004,437,57,1,27,43,14,0,0,A,1,0.176,16.33,0.375,16.33,3,3,12,26,49,3,16.33,10,20,10,19,6,11,25,35,19014
0,29,73,0,S,1,11,H,M,6,1,B,1,,1004,437,57,1,27,43,14,1,1,S,2,0.235,34.5,0.333,37.67,4,3,13,32,163,5,32.6,25,50,25,25,6,13,20,33,19014
1,41,31,0,S,1,11,H,M,5,0,B,8,,1104,330,91,0,29,44,18,0,0,A,2,0.111,17.5,0.125,25,2,1,14,37,55,3,18.33,15,25,10,10,6,14,19,44,18062
0,89,76,0,T,3,41,U,M,,0,N,0,0,325,118,62,0,16,12,42,1,0,A,3,0.222,18.25,0.222,18,4,2,21,50,93,7,13.29,15,20,5,20,6,13,17,88,5357
0,41,55,0,T,3,41,U,F,4,0,P,0,,465,224,69,0,25,32,40,0,0,A,3,0.222,11,0.333,11,4,3,14,33,59,6,9.83,10,15,5,10,6,13,18,42,8512
0,41,,0,R,2,46,U,M,,1,N,0,,617,217,75,0,31,41,17,1,0,A,4,0.45,4.67,0.444,4.75,9,4,14,36,50,11,4.55,4,6,2,6,6,14,16,41,11401
0,65,,0,R,2,46,U,M,3,0,P,0,,617,217,75,0,31,41,17,1,0,A,4,0.316,4.17,0.444,3.75,6,4,16,42,42,12,3.5,4,6,2,6,6,14,16,55,11401
0,77,76,0,R,2,46,H,M,2,1,P,0,2,617,217,75,0,31,41,17,1,4,A,1,0.143,14.67,0.182,14.5,3,2,24,61,162,14,11.57,13,20,7,16,6,13,20,77,11401
0,17,,0,?,?,.,U,F,,0,N,0,,1806,511,87,0,0,0,0,0,0,F,1,0.143,20,0.333,20,1,1,6,15,20,1,20,0,20,20,20,4,10,20,20,24950
0,137,85,0,S,2,18,U,F,2,1,B,4,5,975,331,71,1,17,28,17,1,11,A,1,0.105,10,0.25,10,2,2,30,79,241,35,6.89,9,11,2,10,5,10,24,130,12418
0,53,71,0,R,2,49,H,F,2,0,P,0,4,427,299,82,0,40,25,42,0,0,A,2,0.1,25,0.111,25,2,1,15,38,85,5,17,20,25,5,15,6,13,18,53,11389
0,89,59,0,R,2,44,H,F,6,1,B,0,,1228,358,89,1,21,47,23,0,0,A,2,0.118,15,0,0,2,0,19,51,51,5,10.2,10,15,5,15,6,12,19,80,14869
1,17,78,0,C,1,23,H,M,5,1,B,1,,1453,419,97,0,76,7,67,0,0,F,1,0.2,25,0.5,25,1,1,6,15,25,1,25,0,25,25,25,5,12,17,17,24530
1,101,73,0,C,1,23,U,M,,0,N,0,6,1239,241,58,0,78,7,83,0,0,A,4,0.353,7.83,0.444,6.75,6,4,15,45,108,16,6.75,12,15,3,3,5,13,5,92,14783
0,137,77,0,C,1,23,H,F,5,1,B,2,6,1138,348,96,0,78,7,83,1,1,S,3,0.313,5.4,0.571,5,5,4,29,66,77,15,5.13,7,8,1,5,5,12,17,128,22351
0,29,77,0,C,1,23,H,M,5,1,B,2,,1214,386,85,0,53,0,86,0,0,F,1,0.25,25,0.5,25,1,1,5,13,25,1,25,0,25,25,25,4,10,18,18,27119
0,41,67,0,S,1,11,H,M,4,1,B,18,7,971,373,65,0,25,20,38,0,0,A,2,0.2,12.25,0.3,10.33,4,3,14,35,60,6,10,13,18,5,14,6,11,20,42,21278
1,101,50,0,S,1,13,H,F,7,0,B,2,9,1887,591,84,0,61,0,64,1,12,A,1,0.045,25,0,0,1,0,29,68,165,11,15,25,30,5,25,6,13,20,96,47673
0,29,,0,C,3,31,U,U,3,1,M,9,,638,156,13,0,24,10,37,0,0,F,1,0,0,0,0,0,0,5,12,15,1,15,0,15,15,15,3,8,21,21,8996
0,65,56,0,S,2,18,H,M,4,0,P,0,6,825,361,86,0,41,56,20,1,1,S,2,0.227,10.4,0.273,10,5,3,21,48,93,10,9.3,7,12,5,12,6,12,18,57,17825
